from,to,count,
NDAME,BONCONTO,0,No
NDAME,NIAMING,1,No
NDAME,DIOULACOLON,1,No
NDAME,SARE COLY SALE,1,No
NDAME,PAKOUR,0,No
NDAME,SARE BIDJI,2,No
NDAME,DJIBANAR,0,No
NDAME,DJIREDJI,0,No
NDAME,DIAROUME,1,No
NDAME,BONA,0,No
NDAME,KARANTABA,0,No
NDAME,DIENDE,1,No
NDAME,BOGHAL,3,No
NDAME,SIMBANDI BRASSOU,0,No
NDAME,DJIBABOUYA,0,No
NDAME,CABROUSSE,0,No
NDAME,LOUDIA OUOLOF,0,No
NDAME,SINDIAN,0,No
NDAME,TENGHORY,1,No
NDAME,KATABA I,0,No
NDAME,TENDOUCK,0,No
NDAME,NYASSIA,0,No
NDAME,NIAGUIS,2,No
NDAME,BANDAFASSI,2,No
NDAME,BEMBOU,1,No
NDAME,DAKATELY,0,No
NDAME,DAR SALAM,0,No
NDAME,FONGOLIMBI,0,No
NDAME,SABODALA,0,No
NDAME,KOUSSANAR,2,No
NDAME,MISSIRAH,0,No
NDAME,MAKACOULIBANTANG,0,No
NDAME,KOUTHIABA OUOLOF,1,No
NDAME,BAMBA NDIAYENE,1,No
NDAME,KOULOR,0,No
NDAME,DIANKE MAKHA,0,No
NDAME,BALA,0,No
NDAME,BOYNGUEL BAMBA,0,No
NDAME,MOUDERY,3,No
NDAME,KENIEBA,0,No
NDAME,BELE,1,No
NDAME,OGO,3,No
NDAME,AGNAM CIVOL,0,No
NDAME,VELINGARA,5,No
NDAME,ORKADIERE,1,No
NDAME,OURO SIDY,0,No
NDOULO,PARCELLES ASSAINIES,4,No
NDOULO,ALMADIES,3,No
NDOULO,GRAND DAKAR,4,No
NDOULO,DAKAR PLATEAU,6,No
NDOULO,GUEDIAWAYE,0,No
NDOULO,PIKINE DAGOUDANE,4,No
NDOULO,THIAROYE,4,No
NDOULO,NIAYES,1,No
NDOULO,RUFISQUE,1,No
NDOULO,BAMBILOR,2,No
NDOULO,KEUR MOUSSA,1,No
NDOULO,SINDIA,6,No
NDOULO,NOTTO,1,No
NDOULO,THIENABA,1,No
NDOULO,PAMBAL,0,No
NDOULO,MEOUANE,0,No
NDOULO,MERINA DAKHAR,0,No
NDOULO,NIAKHENE,3,No
NDOULO,THIES SUD,2,No
NDOULO,THIES NORD,1,No
NDOULO,FISSEL,0,No
NDOULO,SESSENE,1,No
NDOULO,TAIF,1,No
NDOULO,KAEL,0,No
NDOULO,NDAME,9,No
NDOULO,NDINDY,1,No
NDOULO,NGOYE,5,No
NDOULO,LAMBAYE,0,No
NDOULO,BABA GARAGE,1,No
NDOULO,COLOBANE,0,No
NDOULO,NIAKHAR,1,No
NDOULO,TATTAGUINE,0,No
NDOULO,OUADIOUR,0,No
NDOULO,NDIOB,2,No
NDOULO,FIMELA,0,No
NDOULO,NIODIOR,0,No
NDOULO,TOUBACOUTA,1,No
NDOULO,DJILOR,0,No
NDOULO,SAKAL,0,No
NDOULO,MEUR MOMAR SARR,0,No
NDOULO,MBEDIENE,1,No
NDOULO,COKI,0,No
NDOULO,SAGATTA GUETH I,1,No
NDOULO,SAGATTA GUETH II,1,No
NDOULO,DAROU MOUSTY,3,No
NDOULO,SAGATTA DJOLOF,1,No
NDOULO,YANG YANG,0,No
NDOULO,DODJI,0,No
NDOULO,BARKEDJI,0,No
NDOULO,MBADAKHOUNE,0,No
NDOULO,NGUELOU,0,No
NDOULO,NGOTHIE,1,No
NDOULO,KOUMBAL,2,No
NDOULO,NDIEDIENG,0,No
NDOULO,PAOS KOTO,0,No
NDOULO,WACK NGOUNA,0,No
NDOULO,MEDINA SABAKH,1,No
NDOULO,GNIBY,1,No
NDOULO,DAROU MINAME II,0,No
NDOULO,KATAKELKEUR MBOUCKI,0,No
NDOULO,KEUR MBOUCKI,0,No
NDOULO,SAGNA,0,No
NDOULO,IDA MOURIDE,0,No
NDOULO,MISSIRAH WADENE,1,No
NDOULO,LOUR ESCALE,0,No
NDOULO,MABO,0,No
NDOULO,MBANE,0,No
NDOULO,SALDE,0,No
NDOULO,NDIAYE MBERESS,1,No
NDOULO,GAMADJI SARRE,0,No
NDOULO,CAS CAS,0,No
NDOULO,RAO,2,No
NDOULO,THILE BOUBACAR,0,No
NDOULO,FAFACOUROU,0,No
NDOULO,MAMPATIM,0,No
NDOULO,NDORNA,0,No
NDOULO,BONCONTO,0,No
NDOULO,NIAMING,0,No
NDOULO,DIOULACOLON,0,No
NDOULO,SARE COLY SALE,1,No
NDOULO,PAKOUR,0,No
NDOULO,SARE BIDJI,1,No
NDOULO,DJIBANAR,0,No
NDOULO,DJIREDJI,0,No
NDOULO,DIAROUME,0,No
NDOULO,BONA,0,No
NDOULO,KARANTABA,0,No
NDOULO,DIENDE,0,No
NDOULO,BOGHAL,0,No
NDOULO,SIMBANDI BRASSOU,0,No
NDOULO,DJIBABOUYA,0,No
NDOULO,CABROUSSE,0,No
NDOULO,LOUDIA OUOLOF,0,No
NDOULO,SINDIAN,1,No
NDOULO,TENGHORY,0,No
NDOULO,KATABA I,0,No
NDOULO,TENDOUCK,0,No
NDOULO,NYASSIA,0,No
NDOULO,NIAGUIS,1,No
NDOULO,BANDAFASSI,1,No
NDOULO,BEMBOU,0,No
NDOULO,DAKATELY,0,No
NDOULO,DAR SALAM,0,No
NDOULO,FONGOLIMBI,0,No
NDOULO,SABODALA,0,No
NDOULO,KOUSSANAR,0,No
NDOULO,MISSIRAH,0,No
NDOULO,MAKACOULIBANTANG,0,No
NDOULO,KOUTHIABA OUOLOF,0,No
NDOULO,BAMBA NDIAYENE,0,No
NDOULO,KOULOR,0,No
NDOULO,DIANKE MAKHA,0,No
NDOULO,BALA,0,No
NDOULO,BOYNGUEL BAMBA,0,No
NDOULO,MOUDERY,0,No
NDOULO,KENIEBA,0,No
NDOULO,BELE,0,No
NDOULO,OGO,0,No
NDOULO,AGNAM CIVOL,0,No
NDOULO,VELINGARA,0,No
NDOULO,ORKADIERE,2,No
NDOULO,OURO SIDY,0,No
NDINDY,PARCELLES ASSAINIES,0,No
NDINDY,ALMADIES,0,No
NDINDY,GRAND DAKAR,0,No
NDINDY,DAKAR PLATEAU,1,No
NDINDY,GUEDIAWAYE,1,No
NDINDY,PIKINE DAGOUDANE,1,No
NDINDY,THIAROYE,0,No
NDINDY,NIAYES,0,No
NDINDY,RUFISQUE,0,No
NDINDY,BAMBILOR,2,No
NDINDY,KEUR MOUSSA,0,No
NDINDY,SINDIA,0,No
NDINDY,NOTTO,0,No
NDINDY,THIENABA,0,No
NDINDY,PAMBAL,0,No
NDINDY,MEOUANE,0,No
NDINDY,MERINA DAKHAR,0,No
NDINDY,NIAKHENE,1,No
NDINDY,THIES SUD,0,No
NDINDY,THIES NORD,0,No
NDINDY,FISSEL,0,No
NDINDY,SESSENE,0,No
NDINDY,TAIF,0,No
NDINDY,KAEL,0,No
NDINDY,NDAME,5,No
NDINDY,NDOULO,6,No
NDINDY,NGOYE,1,No
NDINDY,LAMBAYE,0,No
NDINDY,BABA GARAGE,0,No
NDINDY,COLOBANE,0,No
NDINDY,NIAKHAR,0,No
NDINDY,TATTAGUINE,0,No
NDINDY,OUADIOUR,0,No
NDINDY,NDIOB,0,No
NDINDY,FIMELA,0,No
NDINDY,NIODIOR,0,No
NDINDY,TOUBACOUTA,0,No
NDINDY,DJILOR,0,No
NDINDY,SAKAL,0,No
NDINDY,MEUR MOMAR SARR,0,No
NDINDY,MBEDIENE,0,No
NDINDY,COKI,0,No
NDINDY,SAGATTA GUETH I,0,No
NDINDY,SAGATTA GUETH II,0,No
NDINDY,DAROU MOUSTY,2,No
NDINDY,SAGATTA DJOLOF,0,No
NDINDY,YANG YANG,0,No
NDINDY,DODJI,0,No
NDINDY,BARKEDJI,1,No
NDINDY,MBADAKHOUNE,0,No
NDINDY,NGUELOU,0,No
NDINDY,NGOTHIE,0,No
NDINDY,KOUMBAL,0,No
NDINDY,NDIEDIENG,0,No
NDINDY,PAOS KOTO,0,No
NDINDY,WACK NGOUNA,0,No
NDINDY,MEDINA SABAKH,0,No
NDINDY,GNIBY,0,No
NDINDY,DAROU MINAME II,0,No
NDINDY,KATAKELKEUR MBOUCKI,0,No
NDINDY,KEUR MBOUCKI,0,No
NDINDY,SAGNA,0,No
NDINDY,IDA MOURIDE,0,No
NDINDY,MISSIRAH WADENE,0,No
NDINDY,LOUR ESCALE,0,No
NDINDY,MABO,0,No
NDINDY,MBANE,0,No
NDINDY,SALDE,0,No
NDINDY,NDIAYE MBERESS,0,No
NDINDY,GAMADJI SARRE,0,No
NDINDY,CAS CAS,0,No
NDINDY,RAO,0,No
NDINDY,THILE BOUBACAR,0,No
NDINDY,FAFACOUROU,0,No
NDINDY,MAMPATIM,0,No
NDINDY,NDORNA,0,No
NDINDY,BONCONTO,0,No
NDINDY,NIAMING,0,No
NDINDY,DIOULACOLON,0,No
NDINDY,SARE COLY SALE,0,No
NDINDY,PAKOUR,0,No
NDINDY,SARE BIDJI,0,No
NDINDY,DJIBANAR,0,No
NDINDY,DJIREDJI,0,No
NDINDY,DIAROUME,0,No
NDINDY,BONA,0,No
NDINDY,KARANTABA,0,No
NDINDY,DIENDE,0,No
NDINDY,BOGHAL,0,No
NDINDY,SIMBANDI BRASSOU,0,No
NDINDY,DJIBABOUYA,0,No
NDINDY,CABROUSSE,0,No
NDINDY,LOUDIA OUOLOF,0,No
NDINDY,SINDIAN,0,No
NDINDY,TENGHORY,0,No
NDINDY,KATABA I,0,No
NDINDY,TENDOUCK,0,No
NDINDY,NYASSIA,0,No
NDINDY,NIAGUIS,0,No
NDINDY,BANDAFASSI,0,No
NDINDY,BEMBOU,0,No
NDINDY,DAKATELY,0,No
NDINDY,DAR SALAM,0,No
NDINDY,FONGOLIMBI,0,No
NDINDY,SABODALA,0,No
NDINDY,KOUSSANAR,0,No
NDINDY,MISSIRAH,0,No
NDINDY,MAKACOULIBANTANG,0,No
NDINDY,KOUTHIABA OUOLOF,1,No
NDINDY,BAMBA NDIAYENE,0,No
NDINDY,KOULOR,0,No
NDINDY,DIANKE MAKHA,0,No
NDINDY,BALA,0,No
NDINDY,BOYNGUEL BAMBA,0,No
NDINDY,MOUDERY,0,No
NDINDY,KENIEBA,0,No
NDINDY,BELE,0,No
NDINDY,OGO,0,No
NDINDY,AGNAM CIVOL,0,No
NDINDY,VELINGARA,0,No
NDINDY,ORKADIERE,0,No
NDINDY,OURO SIDY,0,No
NGOYE,PARCELLES ASSAINIES,7,No
NGOYE,ALMADIES,1,No
NGOYE,GRAND DAKAR,6,No
NGOYE,DAKAR PLATEAU,2,No
NGOYE,GUEDIAWAYE,3,No
NGOYE,PIKINE DAGOUDANE,1,No
NGOYE,THIAROYE,3,No
NGOYE,NIAYES,1,No
NGOYE,RUFISQUE,0,No
NGOYE,BAMBILOR,1,No
NGOYE,KEUR MOUSSA,1,No
NGOYE,SINDIA,2,No
NGOYE,NOTTO,0,No
NGOYE,THIENABA,2,No
NGOYE,PAMBAL,1,No
NGOYE,MEOUANE,0,No
NGOYE,MERINA DAKHAR,0,No
NGOYE,NIAKHENE,0,No
NGOYE,THIES SUD,1,No
NGOYE,THIES NORD,1,No
NGOYE,FISSEL,2,No
NGOYE,SESSENE,0,No
NGOYE,TAIF,0,No
NGOYE,KAEL,0,No
NGOYE,NDAME,6,No
NGOYE,NDOULO,6,No
NGOYE,NDINDY,1,No
NGOYE,LAMBAYE,18,No
NGOYE,BABA GARAGE,0,No
NGOYE,COLOBANE,0,No
NGOYE,NIAKHAR,2,No
NGOYE,TATTAGUINE,1,No
NGOYE,OUADIOUR,0,No
NGOYE,NDIOB,0,No
NGOYE,FIMELA,1,No
NGOYE,NIODIOR,0,No
NGOYE,TOUBACOUTA,0,No
NGOYE,DJILOR,0,No
NGOYE,SAKAL,0,No
NGOYE,MEUR MOMAR SARR,0,No
NGOYE,MBEDIENE,0,No
NGOYE,COKI,0,No
NGOYE,SAGATTA GUETH I,0,No
NGOYE,SAGATTA GUETH II,0,No
NGOYE,DAROU MOUSTY,3,No
NGOYE,SAGATTA DJOLOF,0,No
NGOYE,YANG YANG,0,No
NGOYE,DODJI,0,No
NGOYE,BARKEDJI,0,No
NGOYE,MBADAKHOUNE,1,No
NGOYE,NGUELOU,0,No
NGOYE,NGOTHIE,1,No
NGOYE,KOUMBAL,0,No
NGOYE,NDIEDIENG,0,No
NGOYE,PAOS KOTO,0,No
NGOYE,WACK NGOUNA,0,No
NGOYE,MEDINA SABAKH,0,No
NGOYE,GNIBY,0,No
NGOYE,DAROU MINAME II,0,No
NGOYE,KATAKELKEUR MBOUCKI,0,No
NGOYE,KEUR MBOUCKI,0,No
NGOYE,SAGNA,0,No
NGOYE,IDA MOURIDE,0,No
NGOYE,MISSIRAH WADENE,0,No
NGOYE,LOUR ESCALE,0,No
NGOYE,MABO,0,No
NGOYE,MBANE,0,No
NGOYE,SALDE,0,No
NGOYE,NDIAYE MBERESS,0,No
NGOYE,GAMADJI SARRE,0,No
NGOYE,CAS CAS,0,No
NGOYE,RAO,4,No
NGOYE,THILE BOUBACAR,0,No
NGOYE,FAFACOUROU,0,No
NGOYE,MAMPATIM,0,No
NGOYE,NDORNA,0,No
NGOYE,BONCONTO,0,No
NGOYE,NIAMING,0,No
NGOYE,DIOULACOLON,0,No
NGOYE,SARE COLY SALE,0,No
NGOYE,PAKOUR,0,No
NGOYE,SARE BIDJI,0,No
NGOYE,DJIBANAR,0,No
NGOYE,DJIREDJI,0,No
NGOYE,DIAROUME,0,No
NGOYE,BONA,0,No
NGOYE,KARANTABA,0,No
NGOYE,DIENDE,0,No
NGOYE,BOGHAL,0,No
NGOYE,SIMBANDI BRASSOU,0,No
NGOYE,DJIBABOUYA,0,No
NGOYE,CABROUSSE,0,No
NGOYE,LOUDIA OUOLOF,0,No
NGOYE,SINDIAN,2,No
NGOYE,TENGHORY,0,No
NGOYE,KATABA I,0,No
NGOYE,TENDOUCK,0,No
NGOYE,NYASSIA,0,No
NGOYE,NIAGUIS,1,No
NGOYE,BANDAFASSI,0,No
NGOYE,BEMBOU,0,No
NGOYE,DAKATELY,0,No
NGOYE,DAR SALAM,0,No
NGOYE,FONGOLIMBI,0,No
NGOYE,SABODALA,0,No
NGOYE,KOUSSANAR,0,No
NGOYE,MISSIRAH,0,No
NGOYE,MAKACOULIBANTANG,0,No
NGOYE,KOUTHIABA OUOLOF,0,No
NGOYE,BAMBA NDIAYENE,1,No
NGOYE,KOULOR,0,No
NGOYE,DIANKE MAKHA,0,No
NGOYE,BALA,0,No
NGOYE,BOYNGUEL BAMBA,0,No
NGOYE,MOUDERY,0,No
NGOYE,KENIEBA,0,No
NGOYE,BELE,0,No
NGOYE,OGO,0,No
NGOYE,AGNAM CIVOL,0,No
NGOYE,VELINGARA,0,No
NGOYE,ORKADIERE,0,No
NGOYE,OURO SIDY,0,No
LAMBAYE,PARCELLES ASSAINIES,1,No
LAMBAYE,ALMADIES,0,No
LAMBAYE,GRAND DAKAR,2,No
LAMBAYE,DAKAR PLATEAU,1,No
LAMBAYE,GUEDIAWAYE,0,No
LAMBAYE,PIKINE DAGOUDANE,0,No
LAMBAYE,THIAROYE,3,No
LAMBAYE,NIAYES,1,No
LAMBAYE,RUFISQUE,1,No
LAMBAYE,BAMBILOR,0,No
LAMBAYE,KEUR MOUSSA,1,No
LAMBAYE,SINDIA,0,No
LAMBAYE,NOTTO,0,No
LAMBAYE,THIENABA,1,No
LAMBAYE,PAMBAL,0,No
LAMBAYE,MEOUANE,1,No
LAMBAYE,MERINA DAKHAR,0,No
LAMBAYE,NIAKHENE,0,No
LAMBAYE,THIES SUD,2,No
LAMBAYE,THIES NORD,1,No
LAMBAYE,FISSEL,0,No
LAMBAYE,SESSENE,0,No
LAMBAYE,TAIF,0,No
LAMBAYE,KAEL,0,No
LAMBAYE,NDAME,2,No
LAMBAYE,NDOULO,1,No
LAMBAYE,NDINDY,0,No
LAMBAYE,NGOYE,0,No
LAMBAYE,BABA GARAGE,0,No
LAMBAYE,COLOBANE,0,No
LAMBAYE,NIAKHAR,0,No
LAMBAYE,TATTAGUINE,0,No
LAMBAYE,OUADIOUR,1,No
LAMBAYE,NDIOB,0,No
LAMBAYE,FIMELA,0,No
LAMBAYE,NIODIOR,0,No
LAMBAYE,TOUBACOUTA,0,No
LAMBAYE,DJILOR,0,No
LAMBAYE,SAKAL,0,No
LAMBAYE,MEUR MOMAR SARR,0,No
LAMBAYE,MBEDIENE,0,No
LAMBAYE,COKI,0,No
LAMBAYE,SAGATTA GUETH I,0,No
LAMBAYE,SAGATTA GUETH II,0,No
LAMBAYE,DAROU MOUSTY,1,No
LAMBAYE,SAGATTA DJOLOF,0,No
LAMBAYE,YANG YANG,0,No
LAMBAYE,DODJI,0,No
LAMBAYE,BARKEDJI,0,No
LAMBAYE,MBADAKHOUNE,0,No
LAMBAYE,NGUELOU,0,No
LAMBAYE,NGOTHIE,0,No
LAMBAYE,KOUMBAL,1,No
LAMBAYE,NDIEDIENG,0,No
LAMBAYE,PAOS KOTO,0,No
LAMBAYE,WACK NGOUNA,0,No
LAMBAYE,MEDINA SABAKH,0,No
LAMBAYE,GNIBY,0,No
LAMBAYE,DAROU MINAME II,0,No
LAMBAYE,KATAKELKEUR MBOUCKI,0,No
LAMBAYE,KEUR MBOUCKI,0,No
LAMBAYE,SAGNA,0,No
LAMBAYE,IDA MOURIDE,0,No
LAMBAYE,MISSIRAH WADENE,0,No
LAMBAYE,LOUR ESCALE,0,No
LAMBAYE,MABO,0,No
LAMBAYE,MBANE,0,No
LAMBAYE,SALDE,0,No
LAMBAYE,NDIAYE MBERESS,0,No
LAMBAYE,GAMADJI SARRE,0,No
LAMBAYE,CAS CAS,0,No
LAMBAYE,RAO,0,No
LAMBAYE,THILE BOUBACAR,0,No
LAMBAYE,FAFACOUROU,0,No
LAMBAYE,MAMPATIM,0,No
LAMBAYE,NDORNA,0,No
LAMBAYE,BONCONTO,0,No
LAMBAYE,NIAMING,0,No
LAMBAYE,DIOULACOLON,0,No
LAMBAYE,SARE COLY SALE,0,No
LAMBAYE,PAKOUR,0,No
LAMBAYE,SARE BIDJI,0,No
LAMBAYE,DJIBANAR,0,No
LAMBAYE,DJIREDJI,0,No
LAMBAYE,DIAROUME,0,No
LAMBAYE,BONA,0,No
LAMBAYE,KARANTABA,0,No
LAMBAYE,DIENDE,0,No
LAMBAYE,BOGHAL,0,No
LAMBAYE,SIMBANDI BRASSOU,0,No
LAMBAYE,DJIBABOUYA,0,No
LAMBAYE,CABROUSSE,0,No
LAMBAYE,LOUDIA OUOLOF,0,No
LAMBAYE,SINDIAN,0,No
LAMBAYE,TENGHORY,1,No
LAMBAYE,KATABA I,0,No
LAMBAYE,TENDOUCK,0,No
LAMBAYE,NYASSIA,0,No
LAMBAYE,NIAGUIS,0,No
LAMBAYE,BANDAFASSI,0,No
LAMBAYE,BEMBOU,0,No
LAMBAYE,DAKATELY,0,No
LAMBAYE,DAR SALAM,0,No
LAMBAYE,FONGOLIMBI,0,No
LAMBAYE,SABODALA,0,No
LAMBAYE,KOUSSANAR,0,No
LAMBAYE,MISSIRAH,0,No
LAMBAYE,MAKACOULIBANTANG,0,No
LAMBAYE,KOUTHIABA OUOLOF,0,No
LAMBAYE,BAMBA NDIAYENE,0,No
LAMBAYE,KOULOR,0,No
LAMBAYE,DIANKE MAKHA,0,No
LAMBAYE,BALA,1,No
LAMBAYE,BOYNGUEL BAMBA,0,No
LAMBAYE,MOUDERY,0,No
LAMBAYE,KENIEBA,0,No
LAMBAYE,BELE,0,No
LAMBAYE,OGO,0,No
LAMBAYE,AGNAM CIVOL,0,No
LAMBAYE,VELINGARA,0,No
LAMBAYE,ORKADIERE,0,No
LAMBAYE,OURO SIDY,0,No
BABA GARAGE,PARCELLES ASSAINIES,3,No
BABA GARAGE,ALMADIES,0,No
BABA GARAGE,GRAND DAKAR,0,No
BABA GARAGE,DAKAR PLATEAU,0,No
BABA GARAGE,GUEDIAWAYE,1,No
BABA GARAGE,PIKINE DAGOUDANE,1,No
BABA GARAGE,THIAROYE,1,No
BABA GARAGE,NIAYES,0,No
BABA GARAGE,RUFISQUE,0,No
BABA GARAGE,BAMBILOR,0,No
BABA GARAGE,KEUR MOUSSA,0,No
BABA GARAGE,SINDIA,0,No
BABA GARAGE,NOTTO,0,No
BABA GARAGE,THIENABA,1,No
BABA GARAGE,PAMBAL,0,No
BABA GARAGE,MEOUANE,0,No
BABA GARAGE,MERINA DAKHAR,1,No
BABA GARAGE,NIAKHENE,0,No
BABA GARAGE,THIES SUD,1,No
BABA GARAGE,THIES NORD,0,No
BABA GARAGE,FISSEL,0,No
BABA GARAGE,SESSENE,1,No
BABA GARAGE,TAIF,0,No
BABA GARAGE,KAEL,0,No
BABA GARAGE,NDAME,1,No
BABA GARAGE,NDOULO,2,No
BABA GARAGE,NDINDY,0,No
BABA GARAGE,NGOYE,0,No
BABA GARAGE,LAMBAYE,0,No
BABA GARAGE,COLOBANE,0,No
BABA GARAGE,NIAKHAR,0,No
BABA GARAGE,TATTAGUINE,0,No
BABA GARAGE,OUADIOUR,0,No
BABA GARAGE,NDIOB,0,No
BABA GARAGE,FIMELA,0,No
BABA GARAGE,NIODIOR,0,No
BABA GARAGE,TOUBACOUTA,0,No
BABA GARAGE,DJILOR,0,No
BABA GARAGE,SAKAL,0,No
BABA GARAGE,MEUR MOMAR SARR,0,No
BABA GARAGE,MBEDIENE,0,No
BABA GARAGE,COKI,0,No
BABA GARAGE,SAGATTA GUETH I,0,No
BABA GARAGE,SAGATTA GUETH II,0,No
BABA GARAGE,DAROU MOUSTY,1,No
BABA GARAGE,SAGATTA DJOLOF,0,No
BABA GARAGE,YANG YANG,0,No
BABA GARAGE,DODJI,0,No
BABA GARAGE,BARKEDJI,0,No
BABA GARAGE,MBADAKHOUNE,0,No
BABA GARAGE,NGUELOU,1,No
BABA GARAGE,NGOTHIE,0,No
BABA GARAGE,KOUMBAL,0,No
BABA GARAGE,NDIEDIENG,0,No
BABA GARAGE,PAOS KOTO,0,No
BABA GARAGE,WACK NGOUNA,0,No
BABA GARAGE,MEDINA SABAKH,0,No
BABA GARAGE,GNIBY,0,No
BABA GARAGE,DAROU MINAME II,0,No
BABA GARAGE,KATAKELKEUR MBOUCKI,0,No
BABA GARAGE,KEUR MBOUCKI,0,No
BABA GARAGE,SAGNA,0,No
BABA GARAGE,IDA MOURIDE,0,No
BABA GARAGE,MISSIRAH WADENE,0,No
BABA GARAGE,LOUR ESCALE,0,No
BABA GARAGE,MABO,0,No
BABA GARAGE,MBANE,0,No
BABA GARAGE,SALDE,0,No
BABA GARAGE,NDIAYE MBERESS,0,No
BABA GARAGE,GAMADJI SARRE,0,No
BABA GARAGE,CAS CAS,0,No
BABA GARAGE,RAO,0,No
BABA GARAGE,THILE BOUBACAR,0,No
BABA GARAGE,FAFACOUROU,0,No
BABA GARAGE,MAMPATIM,0,No
BABA GARAGE,NDORNA,0,No
BABA GARAGE,BONCONTO,0,No
BABA GARAGE,NIAMING,0,No
BABA GARAGE,DIOULACOLON,0,No
BABA GARAGE,SARE COLY SALE,0,No
BABA GARAGE,PAKOUR,0,No
BABA GARAGE,SARE BIDJI,0,No
BABA GARAGE,DJIBANAR,0,No
BABA GARAGE,DJIREDJI,0,No
BABA GARAGE,DIAROUME,0,No
BABA GARAGE,BONA,0,No
BABA GARAGE,KARANTABA,0,No
BABA GARAGE,DIENDE,0,No
BABA GARAGE,BOGHAL,0,No
BABA GARAGE,SIMBANDI BRASSOU,0,No
BABA GARAGE,DJIBABOUYA,0,No
BABA GARAGE,CABROUSSE,0,No
BABA GARAGE,LOUDIA OUOLOF,0,No
BABA GARAGE,SINDIAN,0,No
BABA GARAGE,TENGHORY,0,No
BABA GARAGE,KATABA I,0,No
BABA GARAGE,TENDOUCK,0,No
BABA GARAGE,NYASSIA,0,No
BABA GARAGE,NIAGUIS,0,No
BABA GARAGE,BANDAFASSI,0,No
BABA GARAGE,BEMBOU,0,No
BABA GARAGE,DAKATELY,0,No
BABA GARAGE,DAR SALAM,0,No
BABA GARAGE,FONGOLIMBI,0,No
BABA GARAGE,SABODALA,0,No
BABA GARAGE,KOUSSANAR,0,No
BABA GARAGE,MISSIRAH,0,No
BABA GARAGE,MAKACOULIBANTANG,0,No
BABA GARAGE,KOUTHIABA OUOLOF,0,No
BABA GARAGE,BAMBA NDIAYENE,0,No
BABA GARAGE,KOULOR,0,No
BABA GARAGE,DIANKE MAKHA,0,No
BABA GARAGE,BALA,0,No
BABA GARAGE,BOYNGUEL BAMBA,0,No
BABA GARAGE,MOUDERY,0,No
BABA GARAGE,KENIEBA,0,No
BABA GARAGE,BELE,0,No
BABA GARAGE,OGO,0,No
BABA GARAGE,AGNAM CIVOL,0,No
BABA GARAGE,VELINGARA,0,No
BABA GARAGE,ORKADIERE,0,No
BABA GARAGE,OURO SIDY,0,No
COLOBANE,PARCELLES ASSAINIES,0,No
COLOBANE,ALMADIES,0,No
COLOBANE,GRAND DAKAR,0,No
COLOBANE,DAKAR PLATEAU,0,No
COLOBANE,GUEDIAWAYE,0,No
COLOBANE,PIKINE DAGOUDANE,0,No
COLOBANE,THIAROYE,1,No
COLOBANE,NIAYES,0,No
COLOBANE,RUFISQUE,0,No
COLOBANE,BAMBILOR,0,No
COLOBANE,KEUR MOUSSA,0,No
COLOBANE,SINDIA,0,No
COLOBANE,NOTTO,0,No
COLOBANE,THIENABA,0,No
COLOBANE,PAMBAL,0,No
COLOBANE,MEOUANE,0,No
COLOBANE,MERINA DAKHAR,0,No
COLOBANE,NIAKHENE,0,No
COLOBANE,THIES SUD,0,No
COLOBANE,THIES NORD,0,No
COLOBANE,FISSEL,0,No
COLOBANE,SESSENE,0,No
COLOBANE,TAIF,2,No
COLOBANE,KAEL,0,No
COLOBANE,NDAME,2,No
COLOBANE,NDOULO,0,No
COLOBANE,NDINDY,0,No
COLOBANE,NGOYE,0,No
COLOBANE,LAMBAYE,0,No
COLOBANE,BABA GARAGE,0,No
COLOBANE,NIAKHAR,0,No
COLOBANE,TATTAGUINE,0,No
COLOBANE,OUADIOUR,0,No
COLOBANE,NDIOB,0,No
COLOBANE,FIMELA,0,No
COLOBANE,NIODIOR,0,No
COLOBANE,TOUBACOUTA,1,No
COLOBANE,DJILOR,0,No
COLOBANE,SAKAL,0,No
COLOBANE,MEUR MOMAR SARR,0,No
COLOBANE,MBEDIENE,0,No
COLOBANE,COKI,0,No
COLOBANE,SAGATTA GUETH I,0,No
COLOBANE,SAGATTA GUETH II,0,No
COLOBANE,DAROU MOUSTY,0,No
COLOBANE,SAGATTA DJOLOF,0,No
COLOBANE,YANG YANG,0,No
COLOBANE,DODJI,0,No
COLOBANE,BARKEDJI,0,No
COLOBANE,MBADAKHOUNE,0,No
COLOBANE,NGUELOU,5,No
COLOBANE,NGOTHIE,0,No
COLOBANE,KOUMBAL,0,No
COLOBANE,NDIEDIENG,0,No
COLOBANE,PAOS KOTO,0,No
COLOBANE,WACK NGOUNA,0,No
COLOBANE,MEDINA SABAKH,0,No
COLOBANE,GNIBY,0,No
COLOBANE,DAROU MINAME II,0,No
COLOBANE,KATAKELKEUR MBOUCKI,0,No
COLOBANE,KEUR MBOUCKI,0,No
COLOBANE,SAGNA,0,No
COLOBANE,IDA MOURIDE,0,No
COLOBANE,MISSIRAH WADENE,0,No
COLOBANE,LOUR ESCALE,0,No
COLOBANE,MABO,0,No
COLOBANE,MBANE,0,No
COLOBANE,SALDE,0,No
COLOBANE,NDIAYE MBERESS,0,No
COLOBANE,GAMADJI SARRE,0,No
COLOBANE,CAS CAS,0,No
COLOBANE,RAO,1,No
COLOBANE,THILE BOUBACAR,0,No
COLOBANE,FAFACOUROU,0,No
